[INFO ] [2022-08-28 01:41:45,731] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-28 02:02:17,116]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-28 02:02:17,116]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-28 02:02:17,116] Login - Step 06: Navigate to my account page
[INFO ] [2022-08-28 02:02:17,787] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-08-28 02:02:17,914]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-28 02:02:17,914]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-28 02:20:31,395] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-28 02:20:32,356] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-28 02:20:32,534] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-08-28 02:20:32,691] Register - Step 04: Enter to Existing Email Textbox with value = afc236@gmail.com
[INFO ] [2022-08-28 02:20:32,876] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-08-28 02:20:33,061] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-08-28 02:20:33,266] Register - Step 07: Click To Register Button
[INFO ] [2022-08-28 02:20:34,407] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-08-28 02:20:34,464]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-28 02:20:34,466] Register - Step 09: Click to logout button
[INFO ] [2022-08-28 02:20:35,341] Login - Step 01: Navigate to open login page
[INFO ] [2022-08-28 02:20:35,847] Login - Step 02: Enter to Email Textbox with value = afc236@gmail.com
[INFO ] [2022-08-28 02:20:36,006] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-08-28 02:20:36,150] Login - Step 04: Click on Login Button 
[INFO ] [2022-08-28 02:20:36,958] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-08-28 02:20:37,027]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-28 02:20:37,028]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-28 02:20:37,028] Login - Step 06: Navigate to my account page
[INFO ] [2022-08-28 02:20:37,706] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-08-28 02:20:37,769]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-28 02:20:37,770]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-28 02:21:05,671] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-28 02:21:06,691] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-28 02:21:06,897] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-08-28 02:21:07,064] Register - Step 04: Enter to Existing Email Textbox with value = afc489@gmail.com
[INFO ] [2022-08-28 02:21:07,236] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-08-28 02:21:07,425] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-08-28 02:21:07,636] Register - Step 07: Click To Register Button
[INFO ] [2022-08-28 02:21:08,823] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-08-28 02:21:08,892]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-28 02:21:08,892] Register - Step 09: Click to logout button
[INFO ] [2022-08-28 02:21:09,837] Login - Step 01: Navigate to open login page
[INFO ] [2022-08-28 02:21:10,357] Login - Step 02: Enter to Email Textbox with value = afc489@gmail.com
[INFO ] [2022-08-28 02:21:10,530] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-08-28 02:21:10,699] Login - Step 04: Click on Login Button 
[INFO ] [2022-08-28 02:21:11,630] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-08-28 02:21:11,698]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-28 02:21:11,698]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-28 02:21:11,698] Login - Step 06: Navigate to my account page
[INFO ] [2022-08-28 02:21:12,326] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-08-28 02:21:12,388]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-28 02:21:12,389]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:32:55,671] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-30 00:32:56,740] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-30 00:32:56,910] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-08-30 00:32:57,069] Register - Step 04: Enter to Existing Email Textbox with value = afc450@gmail.com
[INFO ] [2022-08-30 00:32:57,245] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-08-30 00:32:57,383] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-08-30 00:32:57,537] Register - Step 07: Click To Register Button
[INFO ] [2022-08-30 00:32:58,682] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-08-30 00:32:58,755]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:32:58,758] Register - Step 09: Click to logout button
[INFO ] [2022-08-30 00:32:59,880] Login - Step 01: Navigate to open login page
[INFO ] [2022-08-30 00:33:00,296] Login - Step 02: Enter to Email Textbox with value = afc450@gmail.com
[INFO ] [2022-08-30 00:33:00,398] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-08-30 00:33:00,499] Login - Step 04: Click on Login Button 
[INFO ] [2022-08-30 00:33:01,200] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-08-30 00:33:01,257]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-30 00:33:01,258]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:33:01,258] Login - Step 06: Navigate to my account page
[INFO ] [2022-08-30 00:33:01,872] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-08-30 00:33:01,938]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-30 00:33:01,939]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:44:37,751] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-30 00:44:38,454] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-30 00:44:38,603] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-08-30 00:44:38,719] Register - Step 04: Enter to Existing Email Textbox with value = afc733@gmail.com
[INFO ] [2022-08-30 00:44:38,838] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-08-30 00:44:38,970] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-08-30 00:44:39,091] Register - Step 07: Click To Register Button
[INFO ] [2022-08-30 00:44:40,045] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-08-30 00:44:40,116]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:44:40,119] Register - Step 09: Click to logout button
[INFO ] [2022-08-30 00:44:41,358] Login - Step 01: Navigate to open login page
[INFO ] [2022-08-30 00:44:41,780] Login - Step 02: Enter to Email Textbox with value = afc733@gmail.com
[INFO ] [2022-08-30 00:44:41,928] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-08-30 00:44:42,053] Login - Step 04: Click on Login Button 
[INFO ] [2022-08-30 00:44:42,881] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-08-30 00:44:42,948]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-30 00:44:42,949]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:44:42,949] Login - Step 06: Navigate to my account page
[INFO ] [2022-08-30 00:44:43,517] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-08-30 00:44:43,588]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-30 00:44:43,588]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:51:19,398] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-30 00:51:20,076] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-30 00:51:20,248] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-08-30 00:51:20,385] Register - Step 04: Enter to Existing Email Textbox with value = afc29@gmail.com
[INFO ] [2022-08-30 00:51:20,549] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-08-30 00:51:20,693] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-08-30 00:51:20,843] Register - Step 07: Click To Register Button
[INFO ] [2022-08-30 00:51:21,722] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-08-30 00:51:21,774]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:51:21,776] Register - Step 09: Click to logout button
[INFO ] [2022-08-30 00:51:22,902] Login - Step 01: Navigate to open login page
[INFO ] [2022-08-30 00:51:23,311] Login - Step 02: Enter to Email Textbox with value = afc29@gmail.com
[INFO ] [2022-08-30 00:51:23,426] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-08-30 00:51:23,540] Login - Step 04: Click on Login Button 
[INFO ] [2022-08-30 00:51:24,329] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-08-30 00:51:24,378]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-30 00:51:24,378]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:51:24,378] Login - Step 06: Navigate to my account page
[INFO ] [2022-08-30 00:51:24,971] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-08-30 00:51:25,030]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-30 00:51:25,030]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:58:30,457] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-30 00:58:31,586] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-30 00:58:31,763] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-08-30 00:58:31,925] Register - Step 04: Enter to Existing Email Textbox with value = afc249@gmail.com
[INFO ] [2022-08-30 00:58:32,079] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-08-30 00:58:32,217] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-08-30 00:58:32,339] Register - Step 07: Click To Register Button
[INFO ] [2022-08-30 00:58:33,227] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-08-30 00:58:33,276]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:58:33,277] Register - Step 09: Click to logout button
[INFO ] [2022-08-30 00:58:34,353] Login - Step 01: Navigate to open login page
[INFO ] [2022-08-30 00:58:34,767] Login - Step 02: Enter to Email Textbox with value = afc249@gmail.com
[INFO ] [2022-08-30 00:58:34,918] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-08-30 00:58:35,062] Login - Step 04: Click on Login Button 
[INFO ] [2022-08-30 00:58:35,766] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-08-30 00:58:35,818]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-30 00:58:35,818]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-30 00:58:35,818] Login - Step 06: Navigate to my account page
[INFO ] [2022-08-30 00:58:36,401] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-08-30 00:58:36,458]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-08-30 00:58:36,458]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-08-31 17:19:33,830] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-31 17:19:34,680] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-31 17:22:18,804] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-31 17:22:19,676] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-31 17:28:51,448] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-31 17:28:52,160] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-31 18:19:05,730] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-31 18:19:06,794] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-08-31 18:23:10,500] Register - Step 01: Navigate to Register Page
[INFO ] [2022-08-31 18:23:12,422] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 01:13:06,023] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 01:13:06,868] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 01:13:07,047] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 01:13:07,195] Register - Step 04: Enter to Existing Email Textbox with value = afc975@gmail.com
[INFO ] [2022-09-04 01:13:07,341] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 01:13:07,483] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 01:13:07,627] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 01:14:14,601] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 01:14:15,375] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 01:14:15,521] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 01:14:15,649] Register - Step 04: Enter to Existing Email Textbox with value = afc756@gmail.com
[INFO ] [2022-09-04 01:14:15,805] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 01:14:15,961] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 01:14:16,115] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 01:14:17,553] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 01:14:17,615]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 01:14:17,617] Register - Step 09: Click to logout button
[INFO ] [2022-09-04 01:14:46,380] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 01:14:46,873] Login - Step 02: Enter to Email Textbox with value = afc756@gmail.com
[INFO ] [2022-09-04 01:14:47,000] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-04 01:14:47,108] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-04 01:14:47,978] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-04 01:14:48,041]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 01:14:48,041] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-04 01:14:49,130] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-04 01:14:49,191]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 01:23:27,243] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 01:23:28,357] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 01:23:28,539] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 01:23:28,661] Register - Step 04: Enter to Existing Email Textbox with value = afc750@gmail.com
[INFO ] [2022-09-04 01:23:28,807] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 01:23:28,929] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 01:23:29,057] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 01:23:30,070] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 01:23:30,127]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 01:23:30,129] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 01:28:27,683] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 01:28:28,359] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 01:28:28,516] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 01:28:28,630] Register - Step 04: Enter to Existing Email Textbox with value = afc642@gmail.com
[INFO ] [2022-09-04 01:28:28,758] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 01:28:28,900] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 01:28:29,026] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 01:28:30,027] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 01:28:30,085]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 01:28:30,089] Register - Step 09: Click to logout button
[INFO ] [2022-09-04 01:28:31,044] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 01:28:31,547] Login - Step 02: Enter to Email Textbox with value = afc642@gmail.com
[INFO ] [2022-09-04 01:28:31,714] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-04 01:28:31,858] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-04 01:28:32,588] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-04 01:28:32,650]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 01:28:32,650]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 01:28:32,650] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-04 01:28:33,259] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-04 01:28:33,316]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 01:28:33,316]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 01:29:58,590] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 01:29:59,409] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 01:29:59,569] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 01:29:59,689] Register - Step 04: Enter to Existing Email Textbox with value = afc99@gmail.com
[INFO ] [2022-09-04 01:29:59,825] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 01:29:59,952] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 01:30:00,082] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 01:30:00,981] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 01:30:01,040]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 01:30:01,041] Register - Step 09: Click to logout button
[INFO ] [2022-09-04 01:30:01,802] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 01:30:02,256] Login - Step 02: Enter to Email Textbox with value = afc99@gmail.com
[INFO ] [2022-09-04 01:30:02,404] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-04 01:30:02,553] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-04 01:30:03,305] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-04 01:30:03,378]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 01:30:03,378]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 01:30:03,378] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-04 01:30:03,984] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-04 01:30:04,058]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 01:30:04,058]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 02:01:41,140] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 02:01:41,968] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 02:01:42,126] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 02:01:42,263] Register - Step 04: Enter to Existing Email Textbox with value = afc369@gmail.com
[INFO ] [2022-09-04 02:01:42,415] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 02:01:42,545] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 02:01:42,690] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 02:01:43,854] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 02:01:43,904]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 02:01:43,906] Register - Step 09: Click to logout button
[INFO ] [2022-09-04 02:01:44,628] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 02:01:45,065] Login - Step 02: Enter to Email Textbox with value = afc369@gmail.com
[INFO ] [2022-09-04 02:01:45,210] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-04 02:01:45,350] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-04 02:01:46,079] Login - Step 04: Get all cookies after logging in 
[INFO ] [2022-09-04 02:02:13,535] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 02:02:14,029] Login - Step 01: Set cookie and Reload Page
[INFO ] [2022-09-04 02:02:14,073] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-04 02:06:35,513] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 02:06:36,296] Register - Step 02: Enter to First Name Textbox with value = Automation
